url,title,description,image,date,hnurl
https://vickiboykis.com/2024/01/15/whats-new-with-ml-in-production/,What's new with ML in production | ★❤✰ Vicki Boykis ★❤✰,What's different about LLMs versus traditional ML,https://veekaybee.github.io/images/logo.png,2024-01-26T08:02:40.544558289Z,https://news.ycombinator.com/item?id=39062086
https://cameronrwolfe.substack.com/p/explaining-chatgpt-to-anyone-in-20,Explaining ChatGPT to Anyone in <20 Minutes,Distilling the core components of generative LLMs into an accessible framework...,"https://substackcdn.com/image/fetch/w_1200,h_600,c_fill,f_jpg,q_auto:good,fl_progressive:steep,g_auto/https%3A%2F%2Fsubstack-post-media.s3.amazonaws.com%2Fpublic%2Fimages%2F34670517-6546-4664-ac88-271268365d65_2408x1350.png",2024-01-26T09:32:05.545137236Z,https://news.ycombinator.com/item?id=38611997
https://platform.openai.com/docs/guides/prompt-engineering,Prompt engineering - OpenAI API,"Explore developer resources, tutorials, API docs, and dynamic examples to get the most out of OpenAI's platform.",https://cdn.openai.com/API/images/opengraph.png,2024-01-26T10:07:58.652886334Z,https://news.ycombinator.com/item?id=38657029
https://huggingface.co/blog/moe,Mixture of Experts Explained,We’re on a journey to advance and democratize artificial intelligence through open source and open science.,https://huggingface.co/blog/assets/moe/thumbnail.png,2024-01-26T12:55:30.222816455Z,https://news.ycombinator.com/item?id=29010663
https://www.newyorker.com/culture/the-weekend-essay/coming-of-age-at-the-dawn-of-the-social-internet,Coming of Age at the Dawn of the Social Internet | The New Yorker,Online platforms allowed me to cultivate a freer version of myself. Then the digital world began to close off.,"https://media.newyorker.com/photos/65a1bbc7d8837093aaa54e94/16:9/w_1280,c_limit/DawnofInternet_Still_V3.jpg",2024-01-27T12:29:09.655415904Z,https://news.ycombinator.com/item?id=38984197
https://lithub.com/rebecca-solnit-slow-change-can-be-radical-change/,Rebecca Solnit: Slow Change Can Be Radical Change ‹ Literary Hub,"“To see takes time, like to have a friend takes time.” –Georgia O’Keeffe * Someone at the dinner table wanted to know what everyone’s turning point on climate was, which is to say she w…",https://s26162.pcdn.co/wp-content/uploads/2024/01/low-tide.jpg,2024-01-28T08:13:59.833032165Z,https://news.ycombinator.com/item?id=39010377
https://usefulfictions.substack.com/p/how-to-be-more-agentic,How to be More Agentic - by Cate Hall - Useful Fictions,On a supposedly difficult thing,"https://substackcdn.com/image/fetch/f_auto,q_auto:best,fl_progressive:steep/https%3A%2F%2Fusefulfictions.substack.com%2Ftwitter%2Fsubscribe-card.jpg%3Fv%3D1474643648%26version%3D9",2024-01-28T08:24:26.407786097Z,https://news.ycombinator.com/item?id=38977692
https://www.experimental-history.com/p/so-you-wanna-de-bog-yourself,So you wanna de-bog yourself - by Adam Mastroianni,What I found in the mire,"https://substackcdn.com/image/fetch/w_1200,h_600,c_fill,f_jpg,q_auto:good,fl_progressive:steep,g_auto/https%3A%2F%2Fsubstack-post-media.s3.amazonaws.com%2Fpublic%2Fimages%2F0e291074-3499-4db2-9bf9-95886db0a438_1725x1225.jpeg",2024-01-28T08:43:21.698224562Z,https://news.ycombinator.com/item?id=38996765
https://cacm.acm.org/magazines/2024/1/278891-10-things-software-developers-should-learn-about-learning/fulltext,10 Things Software Developers Should Learn about Learning | January 2024 | Communications of the ACM,"Understanding how human memory and learning works, the differences between beginners and experts, and practical steps developers can take to improve their learning, training, and recruitment. ",https://cacm.acm.org/system/assets/0004/6831/121823_CACMpg79_10-Things.large.jpg?1702924200&1702924199,2024-01-29T05:52:09.831892307Z,https://news.ycombinator.com/item?id=38777647
https://www.cairn.info/revue-i2d-information-donnees-et-documents-2023-1-page-99.htm,"Knowledge Management et intelligence artificielle : entre esprit de géometrie et esprit de finesse, quelles complémentarités ? | Cairn.info","Bien expliqués, bien compris, placés devant leurs usages, le Knowledge Management et l’Intelligence Artificielle se découvrent complémentaires. Chacune de ces approches possèdent des biais liés à la qualité et au traitement des données. La combinaison des deux démarches permet de gagner en pertinence et d’éviter les dérives. Chacune de ces démarches a besoin de sens, d’objectifs métiers pour éviter de fonctionner en roue libre ; ainsi que de professionnels qui exercent leur jugement.",https://www.cairn.info/vign_rev/I2D/I2D_231.jpg,2024-01-29T06:29:03.814478007Z,
https://www.theverge.com/c/23998379/google-search-seo-algorithm-webpage-optimization,How Google perfected the web,"The web is filled with content designed for Google, not humans.",https://cdn.vox-cdn.com/thumbor/rI0hi-8y0YsMgQMRiktUVnB_dqY=/204x320:2796x1681/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/25205711/236934_The_Perfect_Webpage_Google_SEO.jpg,2024-02-01T16:04:29.691739275Z,https://news.ycombinator.com/item?id=38911900
https://towardsdatascience.com/solving-reasoning-problems-with-llms-in-2023-6643bdfd606d,"Solving Reasoning Problems with LLMs in 2023 | by Zhaocheng Zhu | Jan, 2024 | Towards Data Science",It’s the beginning of 2024 and ChatGPT just celebrated its one-year birthday. One year is a super long time for the community of large…,https://miro.medium.com/v2/resize:fit:1200/0*BXRAIi7ZzaOfkJgt.png,2024-02-01T16:13:07.48000161Z,
https://hbr.org/2023/12/use-strategic-thinking-to-create-the-life-you-want,Use Strategic Thinking to Create the Life You Want,"In corporate strategy projects, executive leadership teams work through a series of questions to determine how their businesses can succeed. Individuals can use a similar process to figure out how to live a meaningful life. It starts with defining what makes a great life for you and then outlining your purpose and vision. You must also look at your current “portfolio” — the areas in which you spend your time and energy — to see if you’re investing the best of yourself in the activities most important to you. You should consider what research says about how people tend to find meaning and joy in life. Finally, you’ll want to identify areas where you need to make changes, and then ensure you follow through with objectives and key results. This program, Strategize Your Life, has been tested with more than 500 people around the world. With a few hours of work, you can develop a personal life strategy and summarize it on a single page.",https://hbr.org/resources/images/article_assets/2023/12/lifestrategy_strack_feature.jpg,2024-02-02T15:39:10.656734822Z,https://news.ycombinator.com/item?id=38627793
https://www.cairn.info/revue-i2d-information-donnees-et-documents-2023-1-page-14.htm,Renaissance du Knowledge Management : un tournant à saisir | Cairn.info,"La problématique sous-jacente du Knowledge Management (KM) est de transformer l’information et la connaissance de ses collaborateurs en actifs stratégiques de l’organisation qui les emploie. Elle est ancienne et coïncide avec l’apparition des systèmes informatisés de gestion documentaire. Au cours des vingt dernières années, les technologies du web - moteurs de recherche, plateformes collaboratives, web sémantique, intelligence artificielle etc. – ont régulièrement remis en question les approches et les techniques de KM et redistribué les cartes entre les différents acteurs de l’offre. Ainsi, le KM est passé par des hauts et des bas. Aujourd’hui, le KM entre dans une période de renaissance qui semble vouloir durer, et il faut donc savoir lui appliquer les principes qu’il diffuse, dont celui de tirer les leçons du passé.",https://www.cairn.info/vign_rev/I2D/I2D_231.jpg,2024-02-05T18:45:33.726403325Z,
https://kaitchup.substack.com/p/hardware-for-llms,Hardware for LLMs - by Benjamin Marie,"This guide recommends computer parts to fine-tune and run LLMs on your computer. In this first version, I only recommend consumer GPUs, CPU RAM, CPUs, and hard drives. I’ll update this page regularly.The Kaitchup – AI on a Budget is a reader-supported publication. To receive new posts and support my work, consider becoming a free or paid subscriber.","https://substackcdn.com/image/fetch/f_auto,q_auto:best,fl_progressive:steep/https%3A%2F%2Fkaitchup.substack.com%2Ftwitter%2Fsubscribe-card.jpg%3Fv%3D-1005213313%26version%3D9",2024-02-06T05:13:30.532723394Z,
https://www.databricks.com/fr/product/machine-learning/large-language-models,Grands modèles de langage | Databricks,"Databricks simplifie l'intégration des grands modèles de langage (LLM) préentraînés à vos workflows. Grâce à ses capacités de plateforme, vous pourrez affiner les LLM à l'aide de vos propres données.",https://www.databricks.com/sites/default/files/2023-03/large-language-models-og.png,2024-02-06T06:10:58.432225895Z,
https://huggingface.co/blog/4bit-transformers-bitsandbytes,"Making LLMs even more accessible with bitsandbytes, 4-bit quantization and QLoRA",We’re on a journey to advance and democratize artificial intelligence through open source and open science.,https://huggingface.co/blog/assets/96_hf_bitsandbytes_integration/Thumbnail_blue.png,2024-02-06T08:13:06.261056577Z,https://news.ycombinator.com/item?id=36068944
https://gurwinder.substack.com/p/overchoice-and-how-to-avoid-it,Overchoice and How to Avoid it - by Gurwinder - The Prism,Five Heuristics to Help You Decide,"https://substackcdn.com/image/fetch/w_1200,h_600,c_fill,f_jpg,q_auto:good,fl_progressive:steep,g_auto/https%3A%2F%2Fsubstack-post-media.s3.amazonaws.com%2Fpublic%2Fimages%2Fe3751aa6-5560-4c14-9d6b-081f9a6d8593_600x400.jpeg",2024-02-06T14:49:04.234139401Z,https://news.ycombinator.com/item?id=37777145
https://huggingface.co/blog/2023-in-llms,"2023, year of open LLMs",We’re on a journey to advance and democratize artificial intelligence through open source and open science.,https://huggingface.co/blog/assets/cv_state/thumbnail.png,2024-02-07T09:21:40.904946894Z,https://news.ycombinator.com/item?id=38699322
https://hbr.org/2023/11/how-companies-can-build-trustworthy-ai-assistants,How Companies Can Build Trustworthy AI Assistants,"The journey of the AI assistant is already well underway. We’re seeing the evolution to agent take shape in three phases: assistant, concierge, and agent. This evolution is exciting and promises to make our lives much easier — eliminating mundane tasks and helping us become more productive. But anyone who has ever had an assistant knows that the relationship only works if there is trust. The authors explore what can go wrong with autonomous agents, and how companies can deploy them responsibly.",https://hbr.org/resources/images/article_assets/2023/11/Nov23_27_1208369046.jpg,2024-02-07T13:28:39.416577384Z,
https://cacm.acm.org/magazines/2024/2/279533-talking-about-large-language-models/fulltext,Talking about Large Language Models | February 2024 | Communications of the ACM,"Interacting with a contemporary LLM-based conversational agent can create an illusion of being in the presence of a thinking creature. Yet, in their very nature, such systems are fundamentally not like us. ",https://cacm.acm.org/system/assets/0004/6959/011924_CACMpg69_Talking-LLMs.large.jpg?1705689816&1705689816,2024-02-08T17:29:54.030720297Z,https://news.ycombinator.com/item?id=39244329
http://bactra.org/notebooks/nn-attention-and-transformers.html,"""Attention"", ""Transformers"", in Neural Network ""Large Language Models""",,,2024-02-09T05:53:57.747909283Z,https://news.ycombinator.com/item?id=38756888
https://cameronrwolfe.substack.com/p/easily-train-a-specialized-llm-peft,"Easily Train a Specialized LLM: PEFT, LoRA, QLoRA, LLaMA-Adapter, and More",Training a specialized LLM over your own data is easier than you think...,"https://substackcdn.com/image/fetch/w_1200,h_600,c_fill,f_jpg,q_auto:good,fl_progressive:steep,g_auto/https%3A%2F%2Fsubstack-post-media.s3.amazonaws.com%2Fpublic%2Fimages%2Ff70830a4-d0ce-42d8-a814-bd02d73042e5_2410x1354.png",2024-02-09T11:35:32.462081422Z,
https://venturebeat.com/ai/beyond-chatbots-the-wide-world-of-embeddings/,Beyond chatbots: The wide world of embeddings | VentureBeat,"Embedding models are set to revolutionize AI in 2024, providing advanced data representation and retrieval capabilities for cutting-edge enterprise applications and large language model enhancements.",https://venturebeat.com/wp-content/uploads/2024/01/nuneybits_A_visualization_of_the_key_concepts_in_the_story_disp_39a15483-41b1-470c-b4fb-e9756850fe6e-transformed.webp?w=1200&strip=all,2024-02-09T16:54:12.282850429Z,
https://writings.stephenwolfram.com/2023/02/what-is-chatgpt-doing-and-why-does-it-work/,What Is ChatGPT Doing … and Why Does It Work?—Stephen Wolfram Writings,"Stephen Wolfram explores the broader picture of what's going on inside ChatGPT and why it produces meaningful text. Discusses models, training neural nets, embeddings, tokens, transformers, language syntax.",https://content.wolfram.com/sites/43/2023/02/hero3-chat-exposition.png,2024-02-09T17:12:21.276175024Z,https://news.ycombinator.com/item?id=34796611
https://every.to/superorganizers/how-to-make-yourself-into-a-learning-machine/,How to Make Yourself Into a Learning Machine,Shopify’s director of production engineering explains how reading broadly helps him get to the bottom of things,https://d24ovhgu8s7341.cloudfront.net/uploads/post/cover/2825/Screenshot_2023-10-25_at_10.16.54_AM.png,2024-02-11T19:22:35.98834152Z,
https://maggieappleton.com/squish-structure,Squish Meets Structure: Designing with Language Models,"Video, slides, and transcript from my talk on the challenges of designing with language models",https://maggieappleton.com/images/og/b6c5d786e9bb6a6b5116897a8be671fa.png,2024-02-12T08:30:33.028041697Z,https://news.ycombinator.com/item?id=37971865
https://twitter.com/founderspodcast/status/1715830107758043235/,"David Senra on X: ""40 things Rockefeller wrote to his son: 1. I never thought I would lose. 2. I do not meet competition. I destroy competitors. 3. Our destiny is determined by our actions and not by our origins. 4. Visionary businessmen are always good at finding opportunities in every… https://t.co/GoMwdqS46c"" / X",,,2024-02-12T08:31:28.367011692Z,
https://fr.shaip.com/blog/a-guide-large-language-model-llm/,"Qu'est-ce que les grands modèles de langage (LLM) - Principaux cas d'utilisation, ensembles de données, avenir","Les LLM sont des algorithmes d'IA avancés formés sur des données massives pour le traitement du langage naturel. Découvrez les meilleurs cas d'utilisation LLM, les ensembles de données supervisés ou non supervisés et plus encore.",https://www.shaip.com/wp-content/uploads/2023/06/LLM-Buyers-Guide-Blog-SM.jpg,2024-02-12T08:43:19.96810847Z,
https://www.youtube.com/watch?v=57hqmqyQfdk,RESONANCE AND ALIENATION. TWO MODES OF EXPERIENCING TIME? - YouTube,"By Hartmut Rosa for TimeWorld 2019, the International congress on Time.https://timeworldevent.com/1/accueil/Hartmut Rosa is Professor of Sociology and Social...",https://i.ytimg.com/vi/57hqmqyQfdk/maxresdefault.jpg,2024-02-19T06:19:28.714021195Z,
https://huggingface.co/docs/transformers/tokenizer_summary,Summary of the tokenizers,We’re on a journey to advance and democratize artificial intelligence through open source and open science.,https://huggingface.co/front/thumbnails/docs/transformers.png,2024-03-02T16:14:08.817763593Z,https://news.ycombinator.com/item?id=34694429
https://tomcritchlow.com/2024/01/23/advice/,"Don’t Give Advice, Be Useful",Always focus on the next most useful thing,https://tomcritchlow.com/images/advice-og.png,2024-03-03T09:49:02.954730379Z,https://news.ycombinator.com/item?id=39168706
https://haseebq.com/my-ten-rules-for-negotiating-a-job-offer/,Ten Rules for Negotiating a Job Offer - haseeb qureshi,"When the story of how I landed a job at Airbnb went viral, I was surprised at how infatuated people were with my negotiations. Media stories portrayed me as some kind of master negotiator—a wily ex...",https://haseebq.com/images/negotiate.jpg,2024-03-03T17:07:01.782771665Z,https://news.ycombinator.com/item?id=27160934
https://haseebq.com/how-not-to-bomb-your-offer-negotiation/,How Not to Bomb Your Offer Negotiation - haseeb qureshi,"So you know the first 6 rules. You’ve maneuvered through the initial offer conversation, you’ve lined up counteroffers from other companies, and now it’s time to move into the actual negotiating.  ...",https://haseebq.com/images/bertman_uql79e.jpg,2024-03-03T17:07:54.9003896Z,https://news.ycombinator.com/item?id=39248110
https://marvelousmlops.substack.com/p/preventing-front-page-headlines-llm,Preventing Front Page Headlines: LLM Use Case Assessments,"All companies want to do something with LLMs and use GenAI in their pitch. Sometimes it’s top-down when C-level executives want their company to catch up with the trends, and sometimes bottom to top as an initiative of data science teams. We have seen some successful examples from big companies, such as Zalando Fashion assistant, implemented to help customers discover the most relevant products based on their query, and Booking AI Trip Planner, which guides travellers in finding an ideal destination or accommodation for their preferences.","https://substackcdn.com/image/fetch/w_1200,h_600,c_fill,f_jpg,q_auto:good,fl_progressive:steep,g_auto/https%3A%2F%2Fsubstack-post-media.s3.amazonaws.com%2Fpublic%2Fimages%2Fcbbfba02-9e9b-403e-8f1c-49972db2aa8c_1392x898.png",2024-03-05T16:22:21.40527056Z,
https://huggingface.co/blog/hrishioa/retrieval-augmented-generation-1-basics,Better RAG 1: Advanced Basics,A Blog post by Hrishi Olickel on Hugging Face,https://cdn-thumbnails.huggingface.co/social-thumbnails/blog/hrishioa/retrieval-augmented-generation-1-basics.png,2024-03-19T15:02:46.977320847Z,https://news.ycombinator.com/item?id=39716768
https://towardsdatascience.com/designing-rags-dbb9a7c1d729#bypass,"Designing RAGs. A guide to Retrieval-Augmented… | by Michał Oleszak | Mar, 2024 | Towards Data Science",A guide to Retrieval-Augmented Generation design choices.,https://miro.medium.com/v2/resize:fit:1200/1*w14RGJMStEz-nJzC7VSTDQ.png,2024-03-19T15:26:50.102434471Z,
https://thegrowtheq.com/in-defense-of-performance-a-manifesto-2/,In Defense of Performance: A Manifesto – The Growth Equation,"When we started writing about performance nearly a decade ago, there was much to be said and done. We built on primary research from across domains. We drew from giants in the field such as Mihaly Csikszentmihalyi (“flow”), Anders Ericsson (“deliberate practice”), and Jim Loehr (applying an athletic mindset to the workplace). We also looked […]",https://thegrowtheq.com/wp-content/uploads/2023/12/Firefly-blog-art-man-walking-path-up-mountain-line-artistic-original-watercolor-painting-illustratio-e1704332542177-925x1024.jpg,2024-03-19T15:38:08.879895195Z,
https://medium.com/towards-data-science/visualize-your-rag-data-evaluate-your-retrieval-augmented-generation-system-with-ragas-fc2486308557,"Visualize your RAG Data — Evaluate your Retrieval-Augmented Generation System with Ragas | by Markus Stoll | Mar, 2024 | Towards Data Science",How to use UMAP dimensionality reduction for Embeddings to show multiple evaluation Questions and their relationships to source documents…,https://miro.medium.com/v2/da:true/resize:fit:1024/1*peWTe1A-MqeROT_Jdof_Cw.gif,2024-03-22T08:13:32.693282264Z,
https://towardsdatascience.com/visualize-your-rag-data-evaluate-your-retrieval-augmented-generation-system-with-ragas-fc2486308557,"Visualize your RAG Data — Evaluate your Retrieval-Augmented Generation System with Ragas | by Markus Stoll | Mar, 2024 | Towards Data Science",How to use UMAP dimensionality reduction for Embeddings to show multiple evaluation Questions and their relationships to source documents…,https://miro.medium.com/v2/da:true/resize:fit:1024/1*peWTe1A-MqeROT_Jdof_Cw.gif,2024-03-22T08:21:16.652816968Z,
https://huyenchip.com/2024/03/14/ai-oss.html,What I learned from looking at 900 most popular open source AI tools,"[Hacker News discussion, LinkedIn discussion, Twitter thread]",https://huyenchip.com/assets/pics/ai-oss/2-ai-timeline.png,2024-04-04T15:17:39.99425403Z,https://news.ycombinator.com/item?id=39709912
https://bigthink.com/business/the-reitoff-principle-why-you-should-add-nothing-to-your-work-life-schedule/,Why you should add “nothing” to your work-life schedule - Big Think,The Reitoff principle gives us permission to write off a day and intentionally step away from achieving anything.,"https://bigthink.com/wp-content/uploads/2024/03/relax.jpg?resize=1200,630",2024-04-10T19:30:56.801890082Z,https://news.ycombinator.com/item?id=39800732
https://hbr.org/2024/03/how-to-improve-a-meeting-when-youre-not-in-charge,How to Improve a Meeting (When You’re Not in Charge),"Research shows that many employees find meetings ineffective, inefficient, or unproductive, but unless you work in a psychologically safe environment, where candor is encouraged, you’re unlikely to raise your hand and speak up about what’s wrong — especially if you’re not the person running the meeting. The authors have identified a series of interventions that anyone can use: The helpful workaround is useful when there is low psychological safety on the team or with the person conducting the meeting. Here, you don’t explicitly name the thing that bothers you, but you ask a question that can help resolve the feelings of frustration you may be experiencing in the meeting. The solution-centric proposal works when there is moderate psychological safety. Here, you are to point to the problem area by asking a question that demonstrates how resolving the issue will increase the effectiveness of the meeting. The constructive confrontation is for high psychological safety situations. With this approach, you decide to explicitly name the problem and give feedback to forge a productive solution.",https://hbr.org/resources/images/article_assets/2024/03/A_Mar24_25_Meeting-boss_1043627262.jpg,2024-04-27T15:18:07.51184132Z,
https://ryanholiday.net/37-pieces-of-career-advice-i-wish-id-known-earlier/?amp=1,37 Pieces of Career Advice I Wish I’d Known Earlier - RyanHoliday.net,"From my first desk job working at my college newspaper. My first job was working at a small deli and grocery store in Lake Tahoe when I was 15. It was a job that came full circle some twenty years later when my wife and I bought a place called ​Tracy’s Drive-In Grocery​ in 2021, a little place that’s been in business since 1940. I’ve had my fair share of gigs in between. I worked in fast food. I was the director of marketing for a publicly traded company. I’ve been a lifeguard. I dropped out of college to be a research assistant to an author. I worked a desk at a talent agency in Beverly Hills. I’ve started multiple businesses. I’ve freelanced. I’ve been lucky enough to speak and consult with multi-billion dollar companies and Super Bowl winning sports franchises, family offices and law firms. I wouldn’t say I’ve done it all because that’s one thing you learn–how much you have left to learn–but I have done a lot. I’ve had to think a lot about how to be a good employee as well as how to be a good boss. I’ve seen what makes good companies succeed and bad companies fail. I’ve seen how people get ahead…and how people get stuff. I’ve also written a lot about this over the years, as I was figuring it out. In fact, many times I had to talk to bosses about this “little thing I do on the side” which was writing until eventually, the business stuff itself because of the stuff I do on the side. And now I have to have the conversation the other way with the people who work for me at ​Daily Stoic​ or ​Brass Check​ or at ​The Painted Porch​ or at ​Tracy’s​: Ok, but what do you really want to do and how can I help you get there? Anyway, this post is about that. The best of those lessons—things I wish I’d been told when I was just starting and things I still tell myself. Some of them might be exactly what you need to hear right now. Some might not apply to you yet, or ever. That’s okay. Whether you’re just starting out, looking to make a big change, or aiming to reach new heights in your current role, I hope you’ll find something here that helps you navigate your own unique path. Be quiet, work hard, and stay healthy. It’s not ambition or skill that is going to set you apart but sanity. I remember once I called Dov Charney, founder of American Apparel, about some little success I’d had on some project. He was very busy and frustrated that I’d interrupted, but politely, he said, “Ryan, you are calling me to tell me that you did your job.” I thought of that conversation when I saw that famous scene in Mad Men where Peggy complains that Don never says thank you. “That’s what the money is for!” he tells her. The thing that’s wrong about imposter syndrome is that for the most part no one is thinking about you at all. They’re too busy with their own doubts and their own work. When I was starting out as an assistant in Hollywood, someone told me that the best thing I could do was make my boss look good. Don’t worry about credit, they said. Forget credit so hard that you’re glad when other people get it instead of you. It ended up being pretty decent advice, but it was nowhere near the right wording. I think a better way to express it would be: ​Find canvases for other people to paint on​. Come up with ideas to hand over to your boss. Find people, thinkers, up and comers to introduce them to. Cross wires to create new sparks. Find what nobody else wants to do and do it. Find inefficiency and waste and redundancies. Identify leaks and patches to free up resources for new areas. Produce more than everyone else and give your ideas away. The person who clears the path ultimately controls its direction, just as the canvas shapes the painting. Very rarely have I ever let anyone go because they did not have the skills to do their job. It’s almost always their unwillingness to learn those skills or their inability to take feedback. When I was 20 years old, I was working at this talent agency in Hollywood, and I got invited to this important meeting. As they were talking about stuff, I interjected and said something. My mentor took me aside after and he said, why did you say that? Did you think it actually needed to be said or did you just feel like you wanted to have something to say? I think about that all the time. It’s in ​The 48 Laws of Power​ — Always say less than necessary. Saying less than necessary, not interjecting at every chance we get—this is actually the mark not just of a self-disciplined person, but also a very smart and wise person. The boss/mentor/biz can’t want you to succeed more than you want it. You have to be the driver of your own life/career/advancement. I was working full time at American Apparel but planning my next move, saving my money and thinking about writing a book. Over lunch one day, Robert Greene told me, Ryan, while people wait for the right moment, ​there are two types of time​: Dead time—where they are passive and biding and Alive time—where they are learning and acting and getting the most out of every second. Which will this be for you? When you’re lacking motivation, remind yourself: discipline now, freedom later. The labor will pass, and the rewards will last. When I first moved to Austin in 2013, I went out to lunch—fittingly—with a writer named Austin Kleon. I was a longtime fan of his book ​Steal Like an Artist​ (his book ​Keep Going​ is another favorite). After we ate, [...]",https://10925d.p3cdn1.secureserver.net/wp-content/uploads/2024/02/rh-college-newspaper-1024x686.png,2024-04-27T15:20:15.725868439Z,
